Mineral Name,Mineral Name (plain),Valence Chemistry,IMA Chemistry,IMA Number,Country of Type Locality,IMA Status,isMineral
Proshchenkoite-(Y),Proshchenkoite-(Y),"(Y,REE,Ca,Na,Mn)15Fe2+Ca(P,Si)Si6B3(O,F)48","(Y,REE,Ca,Na,Mn2+)15Fe2+Ca(P,Si)Si6B3(O,F)48",IMA2008-007,Russia,Approved,1
Prosopite,Prosopite,CaAl2F4(OH)4,CaAl2F4(OH)4,,Germany,"Approved,Grandfathered",1
Prosperite,Prosperite,Ca2Zn4(AsO4)4·H2O,Ca2Zn2+4(As5+O4)4·H2O,IMA1978-028,Namibia,Approved,1
Protasite,Protasite,Ba(UO2)3O3(OH)2·3H2O,Ba(U6+O2)3O3(OH)2·3H2O,IMA1984-001,Democratic Republic of the Congo,"Approved,Pending publication",1
Proto-anthophyllite,Proto-anthophyllite,[box]Mg2Mg5Si8O22(OH)2,Mg7Si8O22(OH)2,"IMA2001-065, IMA2012 s.p.",Japan,"Approved,Questionable mineral species",1
Protocaseyite,Protocaseyite,[Al4(OH)6(H2O)12][V10O28]·8H2O,[Al4(OH)6(H2O)12][V5+10O28]·8H2O,IMA2020-090,USA,"Approved,Renamed",1
Protochabournéite,Protochabourneite,"Tl4-xPb2+2xSb20-x-yAsyS34 (with 0.02 ≤ x ≤ 0.34, 5.71 ≤ y ≤ 6.69)","Tl1+4-xPb2+2+2xSb3+20-x-yAs3+yS2-34 (with 0.02 ≤ x ≤ 0.34, 5.71 ≤ y ≤ 6.69)",IMA2011-054; IMA2021 s.p.,Italy,"Approved,Redefined",1
Protoenstatite,Protoenstatite,Mg2Si2O6,Mg2Si2O6,IMA2016-117,USA,"Approved,Questionable mineral species",1
Proto-ferro-anthophyllite,Proto-ferro-anthophyllite,[box]Fe2+2Fe2+5Si8O22(OH)2,Fe2+7Si8O22(OH)2,"IMA1986-006, IMA2012 s.p.",USA,Approved,1
Proto-ferro-suenoite,Proto-ferro-suenoite,[box]Mn2+2Fe2+5Si8O22(OH)2,[box]Mn2+2Fe2+5Si8O22(OH)2,"IMA1986-007, IMA2012 s.p.",Japan,Approved,1
Proto-owyheeite,Proto-owyheeite,Ag9Pb40Sb45S112,Ag1+9Pb2+40Sb3+45S2-112,IMA2024-021,Italy,Approved,1
Proudite,Proudite,"Cu2Pb16Bi20(S,Se)47","Cu1+2Pb2+16Bi3+20(S2-,Se2-)47",IMA1975-028,Australia,"Approved,Grandfathered",1
Proustite,Proustite,Ag3AsS3,Ag1+3As3+S2-3,,unknown,Approved,1
Proxidecagonite,Proxidecagonite,Al34Ni9Fe2,Al34Ni9Fe2,IMA2018-038,Russia (meteorite),"Approved,Grandfathered",1
Proxitwelvefoldite,Proxitwelvefoldite,Pd3Ni4Te8,Pd3Ni4Te8,IMA2024-034,Australia,Approved,1
Przhevalskite,Przhevalskite,Pb(UO2)2(PO4)2·4H2O,Pb2+(U6+O2)2(PO4)2·4H2O,,Tajikistan,Approved,1
Pseudoboleite,Pseudoboleite,Pb31Cu24Cl62(OH)48,Pb2+31Cu2+24Cl62(OH)48,IMA2007 s.p.,Mexico,"Approved,Renamed",1
Pseudobrookite,Pseudobrookite,(Fe3+2Ti)O5,(Fe3+2Ti4+)O5,IMA1988 s.p.,Romania,Approved,1
Pseudocotunnite,Pseudocotunnite,K2PbCl4 (?),K2Pb2+Cl4,,Italy,"Approved,Redefined",1
Pseudodickthomssenite,Pseudodickthomssenite,Mg(VO3)2·8H2O,Mg(V5+O3)2·8H2O,IMA2021-027,USA,Approved,1
Pseudograndreefite,Pseudograndreefite,Pb6(SO4)F10,Pb2+6(S6+O4)F10,IMA1988-017,USA,Approved,1
Pseudojohannite,Pseudojohannite,Cu3(OH)2[(UO2)4O4(SO4)2]·12H2O,Cu2+3(U6+O2)4O4(S6+O4)2(OH)2·12H2O,IMA2000-019,Czech Republic,"Approved,Grandfathered",1
Pseudolaueite,Pseudolaueite,Mn2+Fe3+2(PO4)2(OH)2·8H2O,Mn2+Fe3+2(PO4)2(OH)2·8H2O,,Germany,Approved,1
Pseudolyonsite,Pseudolyonsite,Cu3(VO4)2,Cu2+3(V5+O4)2,IMA2009-062,Russia,"Approved,Renamed",1
Pseudomalachite,Pseudomalachite,Cu5(PO4)2(OH)4,Cu2+5(PO4)2(OH)4,,Germany,"Approved,Renamed",1
Pseudomarkeyite,Pseudomarkeyite,Ca8(UO2)4(CO3)12(H2O)18·3H2O,Ca8(U6+O2)4(CO3)12(H2O)18·3H2O,IMA2018-114,USA,"Approved,Renamed",1
Pseudomeisserite-(NH_4_),Pseudomeisserite-(NH4),(NH4)2Na4[(UO2)2(SO4)5]·4H2O,(N3-H4)2Na4[(U6+O2)2(S6+O4)5]·4H2O,IMA2018-166,USA,"Approved,Renamed",1
Pseudomertieite,Pseudomertieite,"Pd5+x(Sb,As)2-x (x = 0.1-0.2)","Pd5+x(Sb,As)2-x (x = 0.1-0.2)",IMA1971-016,USA,Approved,1
Pseudopomite,Pseudopomite,Ca3.5[V4+6V5+9O37(CO3)]·32H2O,Ca3.5[V4+6V5+9O37(CO3)]·32H2O,IMA2021-064,USA,Approved,1
Pseudorutile,Pseudorutile,Fe3+2Ti4+3O9,Fe3+2Ti4+3O9,IMA1994 s.p.,Australia,"Approved,Grandfathered",1
Pseudosinhalite,Pseudosinhalite,Mg2Al3B2O9(OH),Mg2Al3B2O9(OH),IMA1997-014,Russia,"Approved,Pending publication",1
Pseudowollastonite,Pseudowollastonite,CaSiO3,CaSiO3,IMA1962 s.p.,Iran,Approved,1
Pucherite,Pucherite,Bi(VO4),Bi3+V5+O4,,Germany,Approved,1
Pumpellyite-(Al),Pumpellyite-(Al),"Ca2Al3(Si2O7)(SiO4)(OH,O)2·H2O","Ca2Al3(SiO4)(Si2O7)(OH,O)2·H2O",IMA2005-016,Belgium,Approved,1
Pumpellyite-(Fe^2+^),Pumpellyite-(Fe2+),"Ca2Fe2+Al2(Si2O7)(SiO4)(OH,O)2·H2O",Ca2Fe2+Al2(SiO4)(Si2O7)(OH)2·H2O,IMA1973 s.p.,Russia,Approved,1
Pumpellyite-(Fe^3+^),Pumpellyite-(Fe3+),"Ca2Fe3+Al2(Si2O7)(SiO4)(OH,O)2·H2O","Ca2Fe3+Al2(SiO4)(Si2O7)(OH,O)2·H2O",IMA1973 s.p.,Italy,Approved,1
Pumpellyite-(Mg),Pumpellyite-(Mg),Ca2MgAl2(Si2O7)(SiO4)(OH)2·H2O,Ca2MgAl2(SiO4)(Si2O7)(OH)2·H2O,IMA1973 s.p.,USA,Approved,1
Pumpellyite-(Mn^2+^),Pumpellyite-(Mn2+),Ca2Mn2+Al2(Si2O7)(SiO4)(OH)2·H2O,Ca2Mn2+Al2(SiO4)(Si2O7)(OH)2·H2O,IMA1980-006,Japan,Approved,1
Puninite,Puninite,Na2Cu3O(SO4)3,Na2Cu2+3O(S6+O4)3,IMA2015-012,Russia,Approved,1
Punkaruaivite,Punkaruaivite,Li{Ti2(OH)2[Si4O11(OH)]}·H2O,LiTi4+2Si4O11(OH)3·H2O,IMA2008-018,Russia,"Approved,Grandfathered",1
Purpurite,Purpurite,Mn3+(PO4),Mn3+[box]PO4,,USA,"Approved,Grandfathered",1
Puschridgeite,Puschridgeite,Mn(C2H3O3)2(H2O)2,Mn2+(C2H3O3)1-2(H2O)2,IMA2025-030,USA,"Approved,Redefined",1
Pushcharovskite,Pushcharovskite,K0.6Cu18[AsO2(OH)2]4[AsO3OH]10(AsO4)(OH)9.6·18.6H2O,K0.6Cu2+18[As5+O2(OH)2]4[As5+O3OH]10(As5+O4)(OH)9.6·18.6H2O,IMA1995-048,France,"Approved,Grandfathered",1
Putnisite,Putnisite,SrCa4Cr3+8(CO3)8(SO4)(OH)16·25H2O,SrCa4Cr3+8(CO3)8S6+O4(OH)16·25H2O,IMA2011-106,Australia,"Approved,Grandfathered",1
Putoranite,Putoranite,Cu1.1Fe1.2S2,Cu1.1Fe1.2S2,IMA1979-054,Russia,Approved,1
Puttapaite,Puttapaite,Pb2Mn2+2ZnCr3+4O2(AsO4)4(OH)6(H2O)12,Pb2+2Mn2+2Zn2+Cr3+4O2(As5+O4)4(OH)6(H2O)12,IMA2020-025,Australia,"Approved,Grandfathered",1
Putzite,Putzite,"(Cu,Ag)8GeS6","(Cu1+,Ag1+)8Ge4+S2-6",IMA2002-024,Argentina,"Approved,Grandfathered",1
Pyatenkoite-(Y),Pyatenkoite-(Y),Na5YTiSi6O18·6H2O,Na5YTi4+Si6O18·6H2O,IMA1995-034,Russia,"Approved,Grandfathered",1
Pyracmonite,Pyracmonite,(NH4)3Fe(SO4)3,(N3-H4)3Fe3+(S6+O4)3,IMA2008-029,Italy,"Approved,Grandfathered",1
Pyradoketosite,Pyradoketosite,Ag3SbS3,Ag1+3Sb3+S2-3,IMA2019-132,Italy,"Approved,Renamed",1
Pyrargyrite,Pyrargyrite,Ag3SbS3,Ag1+3Sb3+S2-3,,unknown,"Approved,Renamed",1
Pyrite,Pyrite,FeS2,Fe2+(S2)2-,,unknown,"Approved,Grandfathered",1
Pyroaurite,Pyroaurite,Mg6Fe3+2(OH)16(CO3)·4H2O,Mg6Fe3+2(OH)16CO3·4H2O,,Sweden,Approved,1
Pyrobelonite,Pyrobelonite,PbMn2+VO4(OH),Pb2+Mn2+V5+O4(OH),,Sweden,"Approved,Grandfathered",1
Pyrochroite,Pyrochroite,Mn2+(OH)2,Mn2+(OH)2,,Sweden,"Approved,Grandfathered",1
Pyrolusite,Pyrolusite,MnO2,Mn4+O2,IMA1982 s.p.,Czech Republic,Approved,1
Pyromorphite,Pyromorphite,Pb5(PO4)3Cl,Pb2+5(PO4)3Cl,,Germany,Approved,1
Pyrope,Pyrope,Mg3Al2(SiO4)3,Mg3Al2(SiO4)3,,Czech Republic,Approved,1
Pyrophanite,Pyrophanite,Mn2+TiO3,Mn2+Ti4+O3,,Sweden,Approved,1
Pyrophyllite,Pyrophyllite,Al2Si4O10(OH)2,Al2Si4O10(OH)2,,Russia,Approved,1
Pyrosmalite-(Fe),Pyrosmalite-(Fe),Fe2+8Si6O15(OH)10,Fe2+8Si6O15(OH)10,IMA1987 s.p.,Sweden,Approved,1
Pyrosmalite-(Mn),Pyrosmalite-(Mn),"Mn2+8Si6O15(OH,Cl)10","Mn2+8Si6O15(OH,Cl)10",IMA2007 s.p.,USA,Approved,1
Pyrostilpnite,Pyrostilpnite,Ag3SbS3,Ag1+3Sb3+S2-3,,Germany,"Approved,Questionable mineral species",1
Pyroxferroite,Pyroxferroite,Fe2+SiO3,Fe2+SiO3,IMA1970-001,Moon,"Approved,Pending publication",1
Pyroxmangite,Pyroxmangite,Mn2+SiO3,Mn2+SiO3,,USA,Approved,1
Pyrrhotite,Pyrrhotite,Fe7S8,Fe2+5Fe3+2S2-8,,Japan,Approved,1
Qandilite,Qandilite,"(Mg,Fe3+)2(Ti,Fe3+,Al)O4","(Mg,Fe3+)2(Ti4+,Fe3+,Al)O4",IMA1980-046,Iraq,"Approved,Redefined",1
Qaqarssukite-(Ce),Qaqarssukite-(Ce),BaCe(CO3)2F,BaCe3+(CO3)2F,IMA2004-019,Denmark (Greenland),Approved,1
Qatranaite,Qatranaite,CaZn2(OH)6(H2O)2,CaZn2+2(OH)6(H2O)2,IMA2016-024,Jordan,"Approved,Grandfathered,Renamed",1
Qeltite,Qeltite,Ca3TiSi2(Fe3+2Si)O14,Ca3Ti4+Si2(Fe3+2Si)O14,IMA2021-032,Palestine,Approved,1
Qilianshanite,Qilianshanite,NaH4(CO3)(BO3)·2H2O,NaH4(CO3)(BO3)·2H2O,IMA1992-008,China,"Approved,Grandfathered",1
Qingheiite,Qingheiite,NaNaMn(MgAl)(PO4)3,NaNaMn2+(MgAl)(PO4)3,IMA1981-051,China,"Approved,Grandfathered",1
Qingsongite,Qingsongite,BN,BN3-,IMA2013-030,China,Approved,1
Qitianlingite,Qitianlingite,Fe2+2Nb2W6+O10,Fe2+2Nb5+2W6+O10,IMA1983-075,China,Approved,1
Qiumingite,Qiumingite,Pb3(Zn2Fe3+)Sb5+P2O14,Pb2+3(Zn2+2Fe3+)Sb5+P2O14,IMA2025-008,China,Approved,1
Quadratite,Quadratite,AgCdAsS3,Ag1+Cd2+As3+S2-3,IMA1994-038,Switzerland,Approved,1
Quadridavyne,Quadridavyne,"[(Na,K)6Cl2][Ca2Cl2][(Si6Al6O24)]","[(Na,K)6Cl2][Ca2Cl2][(Si6Al6O24)]",IMA1990-054,Italy,Approved,1
Quadruphite,Quadruphite,Na6Na2(CaNa)2Na2Ti2Na2Ti2(Si2O7)2(PO4)4O4F2,Na6Na2(CaNa)2Na2Ti4+2Na2Ti4+2(Si2O7)2(PO4)4O4F2,IMA1990-026,Russia,"Approved,Grandfathered",1
Quartz,Quartz,SiO2,SiO2,IMA1967 s.p.,unknown,Approved,1
Quatrandorite,Quatrandorite,AgPbSb3S6,Ag1+Pb2+Sb3+3S2-6,IMA2022 s.p.,Bolivia,Approved,1
Queitite,Queitite,Zn2Pb4(Si2O7)(SiO4)(SO4),Zn2+2Pb2+4(SiO4)(Si2O7)(S6+O4),IMA1978-029,Namibia,Approved,1
Quenselite,Quenselite,PbMn3+O2(OH),Pb2+Mn3+O2(OH),,Sweden,Approved,1
Quenstedtite,Quenstedtite,Fe3+2(SO4)3·11H2O,Fe3+2(S6+O4)3·11H2O,,Chile,Approved,1
Quetzalcoatlite,Quetzalcoatlite,"Cu2+3Zn6Te6+2O12(OH)6·(Ag,Pb,[box])Cl","Cu2+3Zn2+6Te6+2O12(OH)6·(Ag1+,Pb2+,[box])Cl",IMA1973-010,Mexico,Approved,1
Quijarroite,Quijarroite,Cu6HgPb2Bi4Se12,Cu1+6Hg2+Pb2+2Bi3+4Se2-12,IMA2016-052,Bolivia,Approved,1
Quintinite,Quintinite,Mg4Al2(OH)12(CO3)·3H2O,Mg4Al2(OH)12CO3·3H2O,IMA1992-028,Canada,Approved,1
Qusongite,Qusongite,WC,W4+C4-,IMA2007-034,China,Approved,1
Raadeite,Raadeite,Mg7(PO4)2(OH)8,Mg7(PO4)2(OH)8,IMA1996-034,Norway,Approved,1
Rabbittite,Rabbittite,Ca3Mg3(UO2)2(CO3)6(OH)4·18H2O,Ca3Mg3(U6+O2)2(CO3)6(OH)4·18H2O,,USA,Approved,1
Rabejacite,Rabejacite,Ca2[(UO2)4O4(SO4)2](H2O)8,Ca2(U6+O2)4O4(S6+O4)2·8H2O,IMA1992-043,France,Approved,1
Raberite,Raberite,Tl5Ag4As6SbS15,Tl1+5Ag1+4As3+6Sb3+S2-15,IMA2012-017,Switzerland,"Approved,Redefined",1
Radekškodaite-(Ce),Radekskodaite-(Ce),(CaCe5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3,(CaCe3+5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3,IMA2019-042,Russia,Approved,1
Radekškodaite-(La),Radekskodaite-(La),(CaLa5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3,(CaLa5)(Al4Fe2+)[Si2O7][SiO4]5O(OH)3,IMA2018-107,Russia,"Approved,Pending publication",1
Radhakrishnaite,Radhakrishnaite,"PbTe3(Cl,S)2","PbTe3(Cl,S)2",IMA1983-082,India,Approved,1
Radovanite,Radovanite,Cu2Fe3+[As5+O4][As3+O2(OH)]2·H2O,Cu2+2Fe3+(As5+O4)(As3+O2OH)2·H2O,IMA2000-001,France,Approved,1
Radtkeite,Radtkeite,Hg3S2ClI,Hg2+3S2-2ClI1-,IMA1989-030,USA,Approved,1
Radvaniceite,Radvaniceite,GeS2,GeS2-2,IMA2021-052,Czech Republic,Approved,1
Raguinite,Raguinite,TlFeS2,Tl1+Fe3+S2-2,IMA1968-022,North Macedonia,"Approved,Grandfathered",1
Raisaite,Raisaite,CuMg[Te6+O4(OH)2]·6H2O,Cu2+Mg[Te6+O4(OH)2]·6H2O,IMA2014-046,Russia,Approved,1
Raite,Raite,Na3Mn2+3Ti0.25(Si8O20)(OH)2·10H2O,Na3Mn2+3Ti4+0.25Si8O20(OH)2·10H2O,IMA1972-010,Russia,Approved,1
Rajite,Rajite,CuTe4+2O5,Cu2+Te4+2O5,IMA1978-039,USA,"Approved,Grandfathered",1
Rakovanite,Rakovanite,(NH4)3Na3[V10O28]·12H2O,(N3-H4)3Na3[V5+10O28]·12H2O,IMA2010-052,USA,"Approved,Pending publication",1
Ralphcannonite,Ralphcannonite,AgZn2TlAs2S6,Ag1+Zn2+2Tl1+As3+2S2-6,IMA2014-077,Switzerland,Approved,1
Ramaccioniite,Ramaccioniite,Cu4[SeO4](OH)6,Cu2+4[Se6+O4](OH)6,IMA2018-082,Argentina,"Approved,Grandfathered",1
Ramanite-(Cs),Ramanite-(Cs),CsB5O6(OH)4·2H2O,CsB5O6(OH)4·2H2O,IMA2007-007,Italy,"Approved,Grandfathered",1
Ramanite-(Rb),Ramanite-(Rb),RbB5O6(OH)4·2H2O,RbB5O6(OH)4·2H2O,IMA2007-006,Italy,Approved,1
Ramazzoite,Ramazzoite,[Mg8Cu12(PO4)(CO3)4(OH)24(H2O)20][(H0.33SO4)3(H2O)36],[Mg8Cu2+12(PO4)(CO3)4(OH)24(H2O)20][(H0.33S6+O4)3(H2O)36],IMA2017-090,Italy,Approved,1
Rambergite,Rambergite,MnS,Mn2+S2-,IMA1995-028,Sweden,"Approved,Grandfathered",1
Ramdohrite,Ramdohrite,Pb5.9Fe0.1Mn0.1In0.1Cd0.2Ag2.8Sb10.8S24,Pb2+5.9Fe2+0.1Mn2+0.1In3+0.1Cd2+0.2Ag1+2.8Sb3+10.8S2-24,,Bolivia,"Approved,Grandfathered",1
Rameauite,Rameauite,K2Ca(UO2)6O6(OH)4·6H2O,K2Ca(U6+O2)6O6(OH)4·6H2O,IMA1971-045,France,Approved,1
Ramikite-(Y),Ramikite-(Y),"Li4(Na,Ca)12(Y,Ca,REE)6Zr6(PO4)12(CO3)4O4[(OH),F]4","Li2Na6(Y,Ca,REE)3Zr4+3(PO4)6(CO3)2O2(OH,F)2",IMA2009-021,Canada,Approved,1
Rammelsbergite,Rammelsbergite,NiAs2,Ni3+(As2)3-,,Germany,Approved,1
Ramosite,Ramosite,Pb25.7Sn8.3Mn3.4Sb6.4S56.2,Pb2+25.7Sn4+8.3Mn2+3.4Sb3+6.4S2-56.2,IMA2019-099,Peru,Approved,1
Ramsbeckite,Ramsbeckite,Cu15(SO4)4(OH)22·6H2O,Cu2+15(S6+O4)4(OH)22·6H2O,IMA1984-067,Germany,Approved,1
Ramsdellite,Ramsdellite,MnO2,Mn4+O2,,USA,"Approved,Grandfathered",1
Ranciéite,Rancieite,"(Ca,Mn2+)0.2(Mn4+,Mn3+)O2·0.6H2O","(Ca,Mn2+)0.2(Mn4+,Mn3+)O2·0.6H2O",,France,Approved,1
Rankachite,Rankachite,"Ca0.5(V4+,V5+)(W6+,Fe3+)2O8(OH)·2H2O","Ca0.5(V4+,V5+)(W6+,Fe3+)2O8(OH)·2H2O",IMA1983-044,Germany,Approved,1
Rankamaite,Rankamaite,"(Na,K)3(Ta,Nb,Al)11(O,OH)31","(Na,K)3(Ta5+,Nb5+,Al)11(O,OH)31",IMA1968-002,Democratic Republic of the Congo,"Approved,Grandfathered",1
Rankinite,Rankinite,Ca3Si2O7,Ca3Si2O7,,United Kingdom,"Approved,Questionable mineral species",1
Ransomite,Ransomite,CuFe3+2(SO4)4·6H2O,Cu2+Fe3+2(S6+O4)4·6H2O,,USA,Approved,1
Ranunculite,Ranunculite,Al(UO2)(PO3OH)(OH)3·4H2O,Al(U6+O2)(PO3OH)(OH)3·4H2O,IMA1978-067,Democratic Republic of the Congo,Approved,1
Rapidcreekite,Rapidcreekite,Ca2(SO4)(CO3)·4H2O,Ca2(S6+O4)(CO3)·4H2O,IMA1984-035,Canada,"Approved,Questionable mineral species",1
Rappoldite,Rappoldite,PbCo2(AsO4)2·2H2O,Pb2+Co2+2(As5+O4)2·2H2O,IMA1998-015,Germany,Approved,1
Raslakite,Raslakite,"Na15Ca3Fe3(Na,Zr)3Zr3(Si,Nb)Si25O73(OH,H2O)3(Cl,OH)","Na15Ca3Fe2+3(Na,Zr4+)3Zr4+3(Si,Nb5+)Si25O73(OH,H2O)3(Cl,OH)",IMA2002-067,Russia,Approved,1
Rasmussenite,Rasmussenite,Ca(C2H3O3)2·3H2O,Ca(C2H3O3)1-2·3H2O,IMA2024-018,USA,Approved,1
Raspite,Raspite,Pb(WO4),Pb2+W6+O4,,Australia,Approved,1
Rastsvetaevite,Rastsvetaevite,"Na27K8Ca12Fe3Zr6Si52O144(OH,O)6Cl2","Na27K8Ca12Fe2+3Zr4+6Si52O144(OH,O)6Cl2",IMA2000-028,Russia,"Approved,Grandfathered",1
Rasvumite,Rasvumite,KFe2S3,KFe2+Fe3+S2-3,IMA1970-028,Russia,Approved,1
Rathite,Rathite,Ag2Pb12-xTlx/2As18+x/2S40,Ag1+2Pb2+12-xTl1+x/2As3+18+x/2S2-40,,Switzerland,"Approved,Redefined",1
Rathite-IV,Rathite-IV,Pb3As5S10,Pb3As5S10,,Switzerland,"Approved,Pending publication",1
Rauchite,Rauchite,Ni(UO2)2(AsO4)2·10H2O,Ni2+(U6+O2)2(As5+O4)2·10H2O,IMA2010-037,Russia,Approved,1
Rauenthalite,Rauenthalite,Ca3(AsO4)2·10H2O,Ca3(As5+O4)2·10H2O,IMA1964-007,France,Approved,1
Rauvite,Rauvite,Ca(UO2)2V10O28·16H2O,Ca(U6+O2)2V5+10O28·16H2O,,USA,"Approved,Redefined",1
Ravatite,Ravatite,C14H10,C14H10,IMA1992-019,Tajikistan,Approved,1
Raydemarkite,Raydemarkite,MoO3·H2O,Mo6+O3·H2O,IMA2022-015,USA,"Approved,Questionable mineral species",1
Raygrantite,Raygrantite,Pb10Zn(SO4)6(SiO4)2(OH)2,Pb2+10Zn2+(S6+O4)6(SiO4)2(OH)2,IMA2013-001,USA,Approved,1
Rayite,Rayite,"(Ag,Tl)2Pb8Sb8S21","(Ag1+,Tl1+)2Pb2+8Sb3+8S2-21",IMA1982-029,India,Approved,1
Realgar,Realgar,AsS,AsS,,unknown,"Approved,Questionable mineral species",1
Reaphookhillite,Reaphookhillite,MgZn2(PO4)2·4H2O,MgZn2+2(PO4)2·4H2O,IMA2018-128,Australia,Approved,1
Rebulite,Rebulite,Tl5Sb5As8S22,Tl1+5Sb3+5As3+8S2-22,IMA2008 s.p.,North Macedonia,Approved,1
Reckibachite,Reckibachite,Ag2Pb12As14Sb4S40,Ag1+2Pb2+12As3+14Sb3+4S2-40,IMA2019-071,Switzerland,Approved,1
Rectorite,Rectorite,"(Na,Ca)Al4(Si,Al)8O20(OH)4·2H2O","(Na,Ca)Al4(Si,Al)8O20(OH)4·2H2O",IMA1967 s.p.,USA,"Approved,Grandfathered",1
Redcanyonite,Redcanyonite,(NH4)2Mn[(UO2)4O4(SO4)2](H2O)4,(N3-H4)2Mn2+[(U6+O2)4O4(S6+O4)2](H2O)4,IMA2016-082,USA,Approved,1
Reddingite,Reddingite,Mn2+3(PO4)2·3H2O,Mn2+3(PO4)2·3H2O,IMA1980 s.p.,USA,Approved,1
Redgillite,Redgillite,Cu6(SO4)(OH)10·H2O,Cu2+6S6+O4(OH)10·H2O,IMA2004-016,United Kingdom,Approved,1
Redingtonite,Redingtonite,Fe2+Cr2(SO4)4·22H2O,Fe2+Cr3+2(S6+O4)4·22H2O,,USA,"Approved,Grandfathered",1
Redledgeite,Redledgeite,Ba(Ti6Cr3+2)O16,Ba(Ti4+6Cr3+2)O16,IMA1967 s.p.,USA,Approved,1
Redmondite,Redmondite,[Pb8O2Zn(OH)6](S2O3)4,[Pb2+8O2Zn2+(OH)6](S6+O3S2-)4,IMA2021-072,USA,Approved,1
Redondite,Redondite,Al(PO4)·2H2O,AlPO4·2H2O,IMA1967 s.p.,United Kingdom,"Approved,Renamed",1
Reederite-(Y),Reederite-(Y),"(Na,Mn)15Y2(CO3)9(SO3F)Cl","(Na,Mn2+)15Y2(CO3)9(S6+O3F)Cl",IMA1994-012,Canada,"Approved,Renamed",1
Reedmergnerite,Reedmergnerite,NaBSi3O8,NaBSi3O8,IMA1962 s.p.,USA,"Approved,Questionable mineral species",1
Reevesite,Reevesite,Ni6Fe3+2(OH)16(CO3)·4H2O,Ni2+6Fe3+2(OH)16CO3·4H2O,IMA1966-025,Australia,Approved,1
Refikite,Refikite,C20H34O2,C20H34O2,,Italy,"Approved,Renamed",1
Regerite,Regerite,KFe6(PO4)4(OH)7(H2O)6·4H2O,KFe3+6(PO4)4(OH)7(H2O)6·4H2O,IMA2023-028,Germany,Approved,1
Reichenbachite,Reichenbachite,Cu5(PO4)2(OH)4,Cu2+5(PO4)2(OH)4,IMA1985-044,Germany,"Approved,Grandfathered",1
Reidite,Reidite,Zr(SiO4),Zr4+SiO4,IMA2001-013,USA / Barbados,"Approved,Redefined",1
Reinerite,Reinerite,Zn3(AsO3)2,Zn2+3(As3+O3)2,,Namibia,Approved,1
Reinhardbraunsite,Reinhardbraunsite,Ca5(SiO4)2(OH)2,Ca5(SiO4)2(OH)2,IMA1980-032,Germany,Approved,1
Relianceite-(K),Relianceite-(K),K4Mg(V4+O)2(C2O4)(PO3OH)4(H2O)10,K4Mg(V4+O)2((C2)6+O4)(PO3OH)4(H2O)10,IMA2020-102,USA,Approved,1
Rémondite-(Ce),Remondite-(Ce),"Na3(Ce,Ca,Na)3(CO3)5","Na3(Ce3+,Ca,Na)3(CO3)5",IMA1987-035,Cameroon,Approved,1
Rémondite-(La),Remondite-(La),"Na3(La,Ca,Na)3(CO3)5","Na3(La,Ca,Na)3(CO3)5",IMA1999-006,Russia,"Approved,Grandfathered",1
Renardite,Renardite,Pb(UO2)4(PO4)2(OH)4·7H2O,Pb2+(U6+O2)4(PO4)2(OH)4·7H2O,,Democratic Republic of the Congo,Approved,1
Rengeite,Rengeite,Sr4Ti4ZrO8(Si2O7)2,Sr4Ti4+4Zr4+O8(Si2O7)2,IMA1998-055,Japan,Approved,1
Renierite,Renierite,"(Cu1+,Zn)11Fe4(Ge4+,As5+)2S16","(Cu1+,Cu2+,Zn2+)11(Fe2+,Fe3+)4(Ge4+,As5+)2S2-16",IMA2007 s.p.,Democratic Republic of the Congo,Approved,1
Reppiaite,Reppiaite,Mn2+5(VO4)2(OH)4,Mn2+5(V5+O4)2(OH)4,IMA1991-007,Italy,Approved,1
Retgersite,Retgersite,Ni(SO4)·6H2O,Ni2+S6+O4·6H2O,,Peru,Approved,1
Retzian-(Ce),Retzian-(Ce),Mn2+2Ce(AsO4)(OH)4,Mn2+2Ce3+As5+O4(OH)4,IMA1982 s.p.,Sweden,"Approved,Renamed",1
Retzian-(La),Retzian-(La),Mn2+2La(AsO4)(OH)4,Mn2+2LaAs5+O4(OH)4,IMA1983-077,USA,"Approved,Renamed",1
Retzian-(Nd),Retzian-(Nd),Mn2+2Nd(AsO4)(OH)4,Mn2+2NdAs5+O4(OH)4,IMA1982 s.p.,USA,"Approved,Renamed",1
Revdite,Revdite,Na16Si16O27(OH)26·28H2O,Na16Si16O27(OH)26·28H2O,IMA1979-082,Russia,Approved,1
Rewitzerite,Rewitzerite,K(H2O)Mn2(Al2Ti)(PO4)4[O(OH)](H2O)10·4H2O,K(H2O)Mn2+2(Al2Ti4+)(PO4)4[O(OH)](H2O)10·4H2O,IMA2023-005,Germany,Approved,1
Reyerite,Reyerite,Na2Ca14Al2Si22O58(OH)8·6H2O,Na2Ca14Al2Si22O58(OH)8·6H2O,,Denmark (Greenland),Approved,1
Reynoldsite,Reynoldsite,Pb2Mn4+2O5(CrO4),Pb2+2Mn4+2O5(Cr6+O4),IMA2011-051,USA / Australia,"Approved,Grandfathered",1
