Mineral Name,Mineral Name (plain),Valence Chemistry,IMA Chemistry,IMA Number,Country of Type Locality,IMA Status,isMineral
Phlogopite,Phlogopite,KMg3(AlSi3O10)(OH)2,KMg3(Si3Al)O10(OH)2,,unknown,Approved,1
Phoenicochroite,Phoenicochroite,Pb2O(CrO4),Pb2+2O(Cr6+O4),IMA1980 s.p.,Russia,Approved,1
Phosgenite,Phosgenite,Pb2(CO3)Cl2,Pb2+2CO3Cl2,,United Kingdom,"Approved,Grandfathered",1
Phosinaite-(Ce),Phosinaite-(Ce),Na13Ca2Ce(SiO3)4(PO4)4,Na13Ca2Ce3+(SiO3)4(PO4)4,IMA1973-058,Russia,"Approved,Grandfathered",1
Phosphammite,Phosphammite,(NH4)2(PO3OH),(N3-H4)2(PO3OH),,Peru / Australia,"Approved,Renamed",1
Phosphocyclite-(Fe),Phosphocyclite-(Fe),Fe2+2(P4O12),Fe2+2(P4O12),IMA2020-087,Israel,"Approved,Renamed",1
Phosphocyclite-(Ni),Phosphocyclite-(Ni),Ni2(P4O12),Ni2+2(P4O12),IMA2020-088,Israel,Approved,1
Phosphoellenbergerite,Phosphoellenbergerite,"(Mg,[box])2Mg12(PO4,PO3OH)6(PO3OH,CO3)2(OH)6","(Mg,[box])2Mg12(PO4,PO3OH)6(PO3OH,CO3)2(OH)6",IMA1994-006,Italy,Approved,1
Phosphoferrite,Phosphoferrite,Fe2+3(PO4)2·3H2O,Fe2+3(PO4)2·3H2O,IMA1980 s.p.,Germany,"Approved,Grandfathered",1
Phosphofibrite,Phosphofibrite,"(H2O,K)3.5Fe3+8(PO4)6(OH)7·5H2O","(H2O,K)3.5Fe3+8(PO4)6(OH)7·5H2O",IMA1982-082,Germany,Approved,1
Phosphogartrellite,Phosphogartrellite,"PbCuFe3+(PO4)2(OH,H2O)2","Pb2+Cu2+Fe3+(PO4)2(OH,H2O)2",IMA1996-035,Germany,Approved,1
Phosphohedyphane,Phosphohedyphane,Ca2Pb3(PO4)3Cl,Ca2Pb2+3(PO4)3Cl,IMA2005-026,Chile,Approved,1
Phosphoinnelite,Phosphoinnelite,Na3Ba4Ti3Si4O14(PO4)2O2F,Na3Ba4Ti4+3Si4O14(PO4)2O2F,IMA2005-022,Russia,"Approved,Questionable mineral species",1
Phosphophyllite,Phosphophyllite,Zn2Fe2+(PO4)2·4H2O,Zn2+2Fe2+(PO4)2·4H2O,,Germany,Approved,1
Phosphorrösslerite,Phosphorrosslerite,Mg(PO3OH)·7H2O,Mg(PO3OH)·7H2O,,Austria,Approved,1
Phosphosiderite,Phosphosiderite,Fe3+(PO4)·2H2O,Fe3+PO4·2H2O,IMA1967 s.p.,Germany,Approved,1
Phosphovanadylite-Ba,Phosphovanadylite-Ba,Ba[V4+4P2O12(OH)4]·12H2O,BaV4+4P2O10(OH)6·12H2O,IMA1996-037,USA,"Approved,Grandfathered",1
Phosphovanadylite-Ca,Phosphovanadylite-Ca,Ca[V4+4P2O12(OH)4]·12H2O,CaV4+4P2O10(OH)6·12H2O,IMA2011-101,USA,Approved,1
Phosphowalpurgite,Phosphowalpurgite,(UO2)Bi4O4(PO4)2·2H2O,(U6+O2)Bi3+4O4(PO4)2·2H2O,IMA2001-062,Czech Republic,Approved,1
Phosphuranylite,Phosphuranylite,KCa(H3O)3(UO2)7(PO4)4O4·8H2O,KCa(H3O)3(U6+O2)7(PO4)4O4·8H2O,,USA,"Approved,Grandfathered",1
Phoxite,Phoxite,(NH4)2Mg2(C2O4)(PO3OH)2(H2O)4,(N3-H4)2Mg2((C2)6+O4)(PO3OH)2(H2O)4,IMA2018-009,USA,Approved,1
Phuralumite,Phuralumite,Al2[(UO2)3(PO4)2O(OH)](OH)3(H2O)9,Al2[(U6+O2)3(PO4)2O(OH)](OH)3(H2O)9,IMA1978-044,Democratic Republic of the Congo,Approved,1
Phurcalite,Phurcalite,Ca2(UO2)3O2(PO4)2·7H2O,Ca2(U6+O2)3O2(PO4)2·7H2O,IMA1977-040,Germany,Approved,1
Phylloretine,Phylloretine,C18H18,C18H18,,Denmark ?,"Approved,Renamed",1
Phyllotungstite,Phyllotungstite,HCaFe3+3(WO4)6·10H2O,HCaFe3+3(W6+O4)6·10H2O,IMA1984-018,Germany,Approved,1
Picaite,Picaite,NaCa[AsO3OH][AsO2(OH)2],NaCa[As5+O3OH][As5+O2(OH)2],IMA2018-022,Chile,Approved,1
Piccoliite,Piccoliite,NaCaMn3+2(AsO4)2O(OH),NaCaMn3+2(As5+O4)2O(OH),IMA2017-016,Italy,Approved,1
Pickeringite,Pickeringite,MgAl2(SO4)4·22H2O,MgAl2(S6+O4)4·22H2O,,Chile,"Approved,Questionable mineral species",1
Picotpaulite,Picotpaulite,TlFe2S3,Tl1+Fe2+Fe3+S2-3,IMA1970-031,North Macedonia,Approved,1
Picromerite,Picromerite,K2Mg(SO4)2·6H2O,K2Mg(S6+O4)2·6H2O,IMA1982 s.p.,Italy,Approved,1
Picropharmacolite,Picropharmacolite,Ca4Mg(AsO3OH)2(AsO4)2·11H2O,Ca4Mg(As5+O3OH)2(As5+O4)2·11H2O,,Germany,"Approved,Pending publication",1
Pieczkaite,Pieczkaite,Mn5(PO4)3Cl,Mn2+5(PO4)3Cl,IMA2014-005,Canada,Approved,1
Piemontite,Piemontite,Ca2(Al2Mn3+)[Si2O7][SiO4]O(OH),Ca2(Al2Mn3+)(Si2O7)(SiO4)O(OH),IMA1962 s.p.,Italy,"Approved,Redefined",1
Piemontite-(Pb),Piemontite-(Pb),CaPb(Al2Mn3+)[Si2O7][SiO4]O(OH),CaPb2+(Al2Mn3+)[Si2O7][SiO4]O(OH),IMA2011-087,North Macedonia,"Approved,Grandfathered",1
Piemontite-(Sr),Piemontite-(Sr),CaSr(Al2Mn3+)[Si2O7][SiO4]O(OH),CaSr(Al2Mn3+)(Si2O7)(SiO4)O(OH),IMA1989-031,Italy,Approved,1
Piergorite-(Ce),Piergorite-(Ce),Ca8Ce2AlLiSi6B8O36(OH)2,Ca8Ce3+2AlLiSi6B8O36(OH)2,IMA2005-008,Italy,Approved,1
Pierrotite,Pierrotite,"Tl2(Sb,As)10S16","Tl1+2(Sb3+,As3+)10S2-16",IMA1969-036,France,Approved,1
Pigeonite,Pigeonite,"(Mg,Fe,Ca)2Si2O6","(Mg,Fe2+,Ca)SiO3",IMA1988 s.p.,USA,"Approved,Grandfathered",1
Pigotite,Pigotite,Al4C6H5O10·13H2O (?),Al4C6H5O10·13H2O (?),,United Kingdom,"Approved,Questionable mineral species",1
Pilanesbergite,Pilanesbergite,Na2Ca2Fe2Ti2(Si2O7)2O2F2,Na2Ca2Fe2+2Ti4+2(Si2O7)2O2F2,IMA2023-007,South Africa,Approved,1
Pilawite-(Y),Pilawite-(Y),Ca2Y2Al4(SiO4)4O2(OH)2,Ca2Y2Al4(SiO4)4O2(OH)2,IMA2013-125,Poland,Approved,1
Pilipenkoite,Pilipenkoite,KCu(AsO4)·H2O,KCu2+(As5+O4)·H2O,IMA2022-017,Russia,Approved,1
Pillaite,Pillaite,Pb9Sb10S23ClO0.5,Pb2+9Sb3+10S2-23ClO0.5,IMA1997-042,Italy,"Approved,Questionable mineral species",1
Pilsenite,Pilsenite,Bi4Te3,Bi4Te3,IMA1982 s.p.,Hungary,Approved,1
Pinakiolite,Pinakiolite,"(Mg,Mn)2(Mn3+,Sb5+)O2(BO3)","(Mg,Mn2+)2(Mn3+,Sb5+)O2(BO3)",,Sweden,"Approved,Questionable mineral species",1
Pinalite,Pinalite,Pb3(WO4)OCl2,Pb2+3(W6+O4)OCl2,IMA1988-025,USA,Approved,1
Pinchite,Pinchite,Hg5O4Cl2,Hg2+5O4Cl2,IMA1973-052,USA,Approved,1
Pingguite,Pingguite,Bi6Te6+2O15,Bi3+6Te6+2O15,IMA1993-019,China,Approved,1
Pinnoite,Pinnoite,MgB2O(OH)6,MgB2O(OH)6,,Germany,"Approved,Grandfathered",1
Pintadoite,Pintadoite,Ca2V5+2O7·9H2O,Ca2V5+2O7·9H2O,,USA,"Approved,Redefined",1
Piretite,Piretite,Ca(UO2)3(Se4+O3)2(OH)4·4H2O,Ca(U6+O2)3(Se4+O3)2(OH)4·4H2O,IMA1996-002,Democratic Republic of the Congo,"Approved,Redefined",1
Pirquitasite,Pirquitasite,Ag2ZnSnS4,Ag1+2Zn2+Sn4+S2-4,IMA1980-091,Argentina,Approved,1
Pirssonite,Pirssonite,Na2Ca(CO3)2·2H2O,Na2Ca(CO3)2·2H2O,,USA,"Approved,Grandfathered",1
Písekite-(Y),Pisekite-(Y),"(Y,As,Ca,Fe,U)(Nb,Ti,Ta)O4","(Y,As3+,Ca,Fe2+,U4+)(Nb5+,Ti4+,Ta5+)O4",,Czech Republic,"Approved,Grandfathered",1
Pitiglianoite,Pitiglianoite,K2Na6(Si6Al6)O24(SO4)·2H2O,K2Na6(Si6Al6)O24(S6+O4)·2H2O,IMA1990-012,Italy,Approved,1
Pitticite,Pitticite,"[Fe,AsO4,SO4,H2O] (?)","(Fe3+,As5+O4,S6+O4,H2O)",,Germany,Approved,1
Pittongite,Pittongite,"(Na,H2O)0.7(W,Fe3+)(O,OH)3","(Na,H2O)0.7(W6+,Fe3+)(O,OH)3",IMA2005-034a,Australia,Approved,1
Piypite,Piypite,"K4Cu4O2(SO4)4·(Na,Cu)Cl","K4Cu2+4O2(S6+O4)4·(Na,Cu1+)Cl",IMA1982-097,Russia,Approved,1
Pizgrischite,Pizgrischite,"(Cu,Fe)Cu14PbBi17S34","(Cu1+,Fe2+)Cu1+14Pb2+Bi3+17S2-34",IMA2001-002,Switzerland,Approved,1
Plagionite,Plagionite,Pb5Sb8S17,Pb2+5Sb3+8S2-17,,Germany,"Approved,Redefined",1
Plancheite,Plancheite,Cu8(Si4O11)2(OH)4·H2O,Cu2+8(Si4O11)2(OH)4·H2O,IMA1967 s.p.,Republic of the Congo,Approved,1
Planerite,Planerite,Al6(PO4)2(PO3OH)2(OH)8·4H2O,Al6(PO4)2(PO3OH)2(OH)8·4H2O,IMA1998 s.p.,Russia,"Approved,Redefined",1
Plášilite,Plasilite,Na(UO2)(SO4)(OH)·2H2O,Na(U6+O2)(S6+O4)(OH)·2H2O,IMA2014-021,USA,Approved,1
Platinum,Platinum,Pt,Pt,,Canada,"Approved,Redefined",1
Plattnerite,Plattnerite,PbO2,Pb4+O2,,United Kingdom,"Approved,Redefined",1
Plavnoite,Plavnoite,K0.8Mn0.6[(UO2)2O2(SO4)]·3.5H2O,K0.8Mn2+0.6[(U6+O2)2O2(S6+O4)]·3.5H2O,IMA2015-059,Czech Republic,"Approved,Pending publication",1
Playfairite,Playfairite,"Pb16(Sb,As)19S44Cl","Pb2+16(Sb3+,As3+)19S2-44Cl",IMA1966-019,Canada,"Approved,Redefined",1
Pleysteinite,Pleysteinite,[(H2O)K]Mn2Al3(PO4)4F2(H2O)10·4H2O,[(H2O)K]Mn2+2Al3(PO4)4F2(H2O)10·4H2O,IMA2022-077,Germany,Approved,1
Plimerite,Plimerite,Zn2Fe3+3(PO4)3(OH)4(H2O),Zn2+2Fe3+3(PO4)3(OH)4(H2O),IMA2008-013,Australia,Approved,1
Pliniusite,Pliniusite,Ca5(VO4)3F,Ca5(V5+O4)3F,IMA2018-031,Russia / Israel,Approved,1
Plombièrite,Plombierite,Ca4Si6O16(OH)2(H2O)2·(Ca·5H2O),Ca5Si6O16(OH)2·7H2O,IMA2014 s.p.,France,Approved,1
Plumboagardite,Plumboagardite,"(Pb,REE,Ca)Cu6(AsO4)3(OH)6·3H2O","(Pb2+,REE,Ca)Cu2+6(As5+O4)3(OH)6·3H2O",IMA2003-031a,Germany,Approved,1
Plumboferrite,Plumboferrite,Pb[Fe3+10.67Mn2+0.33Pb]O18.33,Pb2+[Fe3+10.67Mn2+0.33Pb2+]O18.33,IMA2020 s.p.,Sweden,Approved,1
Plumbogaidonnayite,Plumbogaidonnayite,PbZrSi3O9·2H2O,Pb2+Zr4+Si3O9·2H2O,IMA2022-095,China,Approved,1
Plumbogummite,Plumbogummite,PbAl3(PO4)(PO3OH)(OH)6,Pb2+Al3(PO4)(PO3OH)(OH)6,IMA1999 s.p.,France,"Approved,Questionable mineral species",1
Plumbojarosite,Plumbojarosite,Pb0.5Fe3+3(SO4)2(OH)6,Pb2+0.5Fe3+3(S6+O4)2(OH)6,IMA1987 s.p.,USA,Approved,1
Plumbojohntomaite,Plumbojohntomaite,PbFe2+2Fe3+2(PO4)3(OH)3,Pb2+Fe2+2Fe3+2(PO4)3(OH)3,IMA2023-119,China,"Approved,Pending publication",1
Plumbonacrite,Plumbonacrite,Pb5(CO3)3O(OH)2,Pb2+5(CO3)3O(OH)2,,United Kingdom,Approved,1
Plumbopalladinite,Plumbopalladinite,Pd3Pb2,Pb2Pd3,IMA1970-020,Russia,Approved,1
Plumboperloffite,Plumboperloffite,PbMn2+2Fe3+2(PO4)3(OH)3,Pb2+Mn2+2Fe3+2(PO4)3(OH)3,IMA2020-007,Australia,Approved,1
Plumbopharmacosiderite,Plumbopharmacosiderite,Pb0.5Fe3+4(AsO4)3(OH)4·5H2O,Pb2+0.5Fe3+4(As5+O4)3(OH)4·5H2O,IMA2016-109,Italy,Approved,1
Plumbophyllite,Plumbophyllite,Pb2Si4O10·H2O,Pb2+2Si4O10·H2O,IMA2008-025,USA,Approved,1
Plumboselite,Plumboselite,Pb3O2(SeO3),Pb2+3O2(Se4+O3),IMA2010-028,Namibia,Approved,1
Plumbotellurite,Plumbotellurite,Pb(Te4+O3),Pb2+Te4+O3,IMA1980-102,Kazakhstan,Approved,1
Plumbotsumite,Plumbotsumite,Pb5Si4O8(OH)10,Pb2+5Si4O8(OH)10,IMA1979-049,Namibia,Approved,1
Plumosite,Plumosite,Pb2Sb2S5,Pb2+2Sb3+2S2-5,,Germany,Approved,1
Podlesnoite,Podlesnoite,Ca2Ba(CO3)2F2,BaCa2(CO3)2F2,IMA2006-033,Russia,Approved,1
Poellmannite,Poellmannite,Ca6Al3(OH)18[Na(H2O)6](SO4)2·6H2O,Ca6Al3(OH)18[Na(H2O)6](S6+O4)2·6H2O,IMA2021-109,Israel,Approved,1
Pohlite,Pohlite,Pb7(IO3)(OH)4Cl9,Pb2+7(I5+O3)(OH)4Cl9,IMA2022-043,Chile,Approved,1
Poirierite,Poirierite,Mg2SiO4,Mg2SiO4,IMA2018-026b,China (meteorite) / Australia (meteorite),Approved,1
Poitevinite,Poitevinite,Cu(SO4)·H2O,Cu2+S6+O4·H2O,IMA1963-010,Canada,Approved,1
Pokhodyashinite,Pokhodyashinite,CuTlSb2(Sb1-xTlx)AsS7-x (0.2 &lt; x &lt; 0.5),Cu1+Tl1+Sb3+2(Sb3+0.7Tl1+0.3)As3+S2-6.7,IMA2019-130,Russia,Approved,1
Pokrovskite,Pokrovskite,Mg2(CO3)(OH)2,Mg2CO3(OH)2,IMA1982-054,Kazakhstan,Approved,1
Polarite,Polarite,"Pd(Bi,Pb)","Pd(Bi,Pb)",IMA1969-032,Russia,"Approved,Redefined",1
Poldervaartite,Poldervaartite,"Ca(Ca,Mn)(SiO3OH)(OH)","Ca(Ca,Mn2+)(SiO3OH)(OH)",IMA1992-012,South Africa,"Approved,Grandfathered",1
Polekhovskyite,Polekhovskyite,MoNiP2,MoNiP2,IMA2018-147,Israel,"Approved,Grandfathered",1
Polezhaevaite-(Ce),Polezhaevaite-(Ce),NaSrCeF6,NaSrCe3+F6,IMA2009-015,Russia,Approved,1
Polhemusite,Polhemusite,"(Zn,Hg)S","(Zn2+,Hg2+)S2-",IMA1972-017,USA,"Approved,Redefined",1
Polkanovite,Polkanovite,Rh12As7,Rh12As7,IMA1997-030,Russia,Approved,1
Polkovicite,Polkovicite,"(Fe,Pb)3(Ge,Fe)1-xS4","(Fe2+,Pb2+)3(Ge4+,Fe3+)1-xS2-4",IMA1974-037,Poland,Approved,1
Polloneite,Polloneite,AgPb46As26Sb23S120,Ag1+Pb2+46As3+26Sb3+23S2-120,IMA2014-093,Italy,Approved,1
Pollucite,Pollucite,Cs(Si2Al)O6·nH2O,Cs(Si2Al)O6·nH2O,IMA1997 s.p.,Italy,Approved,1
Polyakovite-(Ce),Polyakovite-(Ce),"(Ce,Ca)4MgCr2(Ti,Nb)2Si4O22","(Ce3+,Ca)4MgCr3+2(Ti4+,Nb5+)2Si4O22",IMA1998-029,Russia,Approved,1
Polyarsite,Polyarsite,Na7CaMgCu2(AsO4)4F2Cl,Na7CaMgCu2+2(As5+O4)4F2Cl,IMA2019-058,Russia,"Approved,Grandfathered",1
Polybasite,Polybasite,"[Ag9CuS4][(Ag,Cu)6(Sb,As)2S7]","[Ag1+9Cu1+S2-4][(Ag1+,Cu1+)6(Sb3+,As3+)2S2-7]",IMA2006 s.p.,Mexico / Germany,Approved,1
Polydymite,Polydymite,Ni2+Ni3+2S4,Ni2+Ni3+2S2-4,,Germany,Approved,1
Polyhalite,Polyhalite,K2Ca2Mg(SO4)4·2H2O,K2Ca2Mg(S6+O4)4·2H2O,,United Kingdom,Approved,1
Polylithionite,Polylithionite,KLi2AlSi4O10F2,KLi2AlSi4O10F2,IMA1998 s.p.,Denmark (Greenland),"Approved,Grandfathered",1
Polyphite,Polyphite,Na6(Na4Ca2)2Na2Ti2Na2Ti2(Si2O7)2(PO4)6O4F4,Na6(Na4Ca2)2Na2Ti4+2Na2Ti4+2(Si2O7)2(PO4)6O4F4,IMA1990-025,Russia,"Approved,Redefined",1
Pomite,Pomite,Ca3[V4+5V5+10O37(CO3)]·37H2O,Ca3[V4+5V5+10O37(CO3)]·37H2O,IMA2021-063,USA,Approved,1
Ponomarevite,Ponomarevite,K4Cu4OCl10,K4Cu2+4OCl10,IMA1986-040,Russia,"Approved,Redefined",1
Popovite,Popovite,Cu5O2(AsO4)2,Cu2+5O2(As5+O4)2,IMA2013-060,Russia,"Approved,Redefined",1
Poppiite,Poppiite,"Ca2V3+V3+2(Si2O7)(SiO4)(OH,O)2·H2O","Ca2V3+V3+2(Si2O7)(SiO4)(OH,O)2·H2O",IMA2005-018,Italy,"Approved,Redefined",1
Popugaevaite,Popugaevaite,Ca3[B5O6(OH)6]FCl2·8H2O,Ca3[B5O6(OH)6]FCl2·8H2O,IMA2019-115,Russia,"Approved,Redefined",1
Portlandite,Portlandite,Ca(OH)2,Ca(OH)2,,United Kingdom,"Approved,Redefined",1
Pošepnýite,Posepnyite,(Cu+3+x[box]3-x)Σ6(Hg2+4-xCu+2+x)Σ6Sb4(Se12.5[box]0.5)Σ13 (0 ≤ x &lt;&lt; 2),(Cu+13+x[box]3-x)(Hg2+4-xCu+12+x)Sb3+4(Se2-12.5[box]0.5)  (0 ≤ x &lt;&lt; 2),IMA2018-121a,Czech Republic,"Approved,Redefined",1
Posnjakite,Posnjakite,Cu4(SO4)(OH)6·H2O,Cu2+4S6+O4(OH)6·H2O,IMA1967-001,Kazakhstan,"Approved,Redefined",1
Postite,Postite,Mg(H2O)6Al2(OH)2(H2O)8(V10O28)·13H2O,MgAl2(OH)2[V5+10O28]·27H2O,IMA2011-060,USA,"Approved,Redefined",1
Potarite,Potarite,PdHg,PdHg,,Guyana,"Approved,Redefined",1
Potassic-arfvedsonite,Potassic-arfvedsonite,KNa2(Fe2+4Fe3+)Si8O22(OH)2,KNa2Fe2+4Fe3+Si8O22(OH)2,"IMA2003-043, IMA2012 s.p.",Denmark (Greenland) / Russia,"Approved,Redefined",1
Potassiccarpholite,Potassiccarpholite,"K(Mn2+,Li)2Al4Si4O12(OH,F)8","K(Mn2+,Li)2Al4Si4O12(OH,F)8",IMA2002-064,USA,"Approved,Redefined",1
Potassic-chloro-hastingsite,Potassic-chloro-hastingsite,KCa2(Fe2+4Fe3+)(Si6Al2)O22Cl2,KCa2(Fe2+4Fe3+)(Si6Al2)O22Cl2,"IMA2005-007, IMA2012 s.p.",Azerbaijan,Approved,1
Potassic-chloro-pargasite,Potassic-chloro-pargasite,KCa2(Mg4Al)(Si6Al2)O22Cl2,KCa2(Mg4Al)(Si6Al2)O22Cl2,"IMA2001-036, IMA2012 s.p.",Russia,Approved,1
Potassic-ferri-leakeite,Potassic-ferri-leakeite,KNa2(Mg2Fe3+2Li)Si8O22(OH)2,KNa2(Mg2Fe3+2Li)Si8O22(OH)2,"IMA2001-049, IMA2012 s.p.",Japan,Approved,1
Potassic-ferro-ferri-sadanagaite,Potassic-ferro-ferri-sadanagaite,KCa2(Fe2+3Fe3+2)(Si5Al3)O22(OH)2,KCa2(Fe2+3Fe3+2)(Si5Al3)O22(OH)2,"IMA1997-035, IMA2012 s.p.",Russia,"Approved,Redefined",1
Potassic-ferro-ferri-taramite,Potassic-ferro-ferri-taramite,K(NaCa)(Fe2+3Fe3+2)(Si6Al2)O22(OH)2,K(NaCa)(Fe2+3Fe3+2)(Si6Al2)O22(OH)2,IMA2012 s.p.,Tanzania,"Approved,Redefined",1
Potassic-ferro-pargasite,Potassic-ferro-pargasite,KCa2(Fe2+4Al)(Si6Al2)O22(OH)2,KCa2(Fe2+4Al)Si6Al2O22(OH)2,"IMA2007-053, IMA2012 s.p.",Japan,"Approved,Redefined",1
Potassic-ferro-sadanagaite,Potassic-ferro-sadanagaite,KCa2(Fe2+3Al2)(Si5Al3)O22(OH)2,KCa2(Fe2+3Al2)(Si5Al3)O22(OH)2,IMA2012 s.p.,Japan,"Approved,Redefined",1
Potassic-ferro-taramite,Potassic-ferro-taramite,K(NaCa)(Fe2+3Al2)(Si6Al2)O22(OH)2,K(NaCa)(Fe2+3Al2)(Si6Al2)O22(OH)2,"IMA2007-015, IMA2012 s.p.",Spain,Approved,1
Potassic-fluoro-hastingsite,Potassic-fluoro-hastingsite,KCa2(Fe2+4Fe3+)(Si6Al2)O22F2,KCa2(Fe2+4Fe3+)(Si6Al2)O22F2,"IMA2005-006, IMA2012 s.p.",USA,"Approved,Redefined",1
Potassic-fluoro-pargasite,Potassic-fluoro-pargasite,KCa2(Mg4Al)Si6Al2O22F2,KCa2(Mg4Al)Si6Al2O22F2,"IMA2009-091, IMA2012 s.p.",Madagascar,Approved,1
Potassic-fluoro-richterite,Potassic-fluoro-richterite,K(NaCa)Mg5Si8O22F2,K(NaCa)Mg5Si8O22F2,"IMA1986-046, IMA2012 s.p.",Italy,Approved,1
Potassic-hastingsite,Potassic-hastingsite,KCa2(Fe2+4Fe3+)(Si6Al2)O22(OH)2,KCa2(Fe2+4Fe3+)(Si6Al2)O22(OH)2,IMA2018-160,China,Approved,1
Potassic-jeanlouisite,Potassic-jeanlouisite,K(NaCa)(Mg4Ti)Si8O22O2,K(NaCa)(Mg4Ti4+)Si8O22O2,IMA2018-050,USA,Approved,1
Potassic-magnesio-arfvedsonite,Potassic-magnesio-arfvedsonite,KNa2(Mg4Fe3+)Si8O22(OH)2,KNa2Mg4Fe3+Si8O22(OH)2,IMA2016-083,Bulgaria,"Approved,Renamed",1
Potassic-magnesio-fluoro-arfvedsonite,Potassic-magnesio-fluoro-arfvedsonite,KNa2(Mg4Fe3+)Si8O22F2,KNa2(Mg4Fe3+)Si8O22F2,"IMA1985-023, IMA2012 s.p.",Canada,"Approved,Grandfathered",1
Potassic-magnesio-hastingsite,Potassic-magnesio-hastingsite,KCa2(Mg4Fe3+)(Si6Al2)O22(OH)2,KCa2(Mg4Fe3+)(Si6Al2)O22(OH)2,"IMA2004-027b, IMA2012 s.p.",Russia,Approved,1
Potassic-mangani-leakeite,Potassic-mangani-leakeite,KNa2(Mg2Mn3+2Li)Si8O22(OH)2,KNa2(Mg2Mn3+2Li)Si8O22(OH)2,"IMA1992-032, IMA2012 s.p.",South Africa,Approved,1
Potassic-pargasite,Potassic-pargasite,KCa2(Mg4Al)(Si6Al2)O22(OH)2,KCa2(Mg4Al)(Si6Al2)O22(OH)2,"IMA1994-046, IMA2012 s.p.",Finland,"Approved,Redefined",1
Potassic-richterite,Potassic-richterite,K(NaCa)Mg5Si8O22(OH)2,K(NaCa)Mg5Si8O22(OH)2,IMA2017-102,Sweden,"Approved,Grandfathered",1
Potassic-sadanagaite,Potassic-sadanagaite,KCa2(Mg3Al2)(Si5Al3)O22(OH)2,KCa2Mg3Al2(Si5Al3)O22(OH)2,"IMA1982-102, IMA2012 s.p.",Japan,Approved,1
Pottsite,Pottsite,(Pb3Bi)Bi(VO4)4·H2O,(Pb2+3Bi3+)Bi3+(V5+O4)4·H2O,IMA1986-045,USA,Approved,1
Poubaite,Poubaite,"PbBi2(Se,Te,S)4","Pb2+Bi3+2(Se2-,Te2-,S2-)4",IMA1975-015,Czech Republic,"Approved,Grandfathered",1
Poudretteite,Poudretteite,KNa2(B3Si12)O30,KNa2(B3Si12)O30,IMA1986-028,Canada,Approved,1
Poughite,Poughite,Fe3+2(Te4+O3)2(SO4)·3H2O,Fe3+2(Te4+O3)2S6+O4·3H2O,IMA1966-048,Mexico,Approved,1
Povondraite,Povondraite,NaFe3+3(Fe3+4Mg2)(Si6O18)(BO3)3(OH)3O,NaFe3+3(Fe3+4Mg2)(Si6O18)(BO3)3(OH)3O,IMA1990 s.p.,Bolivia,Approved,1
Powellite,Powellite,Ca(MoO4),CaMo6+O4,,USA,"Approved,Grandfathered",1
Poyarkovite,Poyarkovite,Hg3OCl,Hg1+3OCl,IMA1980-099,Kyrgyzstan,"Approved,Grandfathered",1
Prachařite,Pracharite,CaSb5+2(As3+2O5)2O2·10H2O,CaSb5+2(As3+2O5)2O2·10H2O,IMA2018-081,Greece,Approved,1
Pradetite,Pradetite,CoCu4(AsO4)2(AsO3OH)2·9H2O,Co2+Cu2+4(As5+O4)2(As5+O3OH)2·9H2O,IMA1991-046,France,Approved,1
Prehnite,Prehnite,Ca2Al(Si3Al)O10(OH)2,Ca2Al(Si3Al)O10(OH)2,,South Africa,Approved,1
Preisingerite,Preisingerite,Bi3O(AsO4)2(OH),Bi3+3O(As5+O4)2(OH),IMA1981-016,Argentina,"Approved,Redefined",1
Preiswerkite,Preiswerkite,NaAlMg2(Si2Al2)O10(OH)2,NaAlMg2(Si2Al2)O10(OH)2,IMA1979-008,Switzerland,"Approved,Grandfathered",1
Preobrazhenskite,Preobrazhenskite,Mg3B11O15(OH)9,Mg3B11O15(OH)9,,Kazakhstan,Approved,1
Pretulite,Pretulite,Sc(PO4),ScPO4,IMA1996-024,Austria,"Approved,Grandfathered",1
Prewittite,Prewittite,KPb1.5ZnCu6O2(SeO3)2Cl10,KPb2+1.5Zn2+Cu2+6O2(Se4+O3)2Cl10,IMA2002-041,Russia,Approved,1
Příbramite,Pribramite,CuSbSe2,Cu1+Sb3+Se2-2,IMA2015-127,Czech Republic,Approved,1
Priceite,Priceite,Ca2B5O7(OH)5·H2O,Ca2B5O7(OH)5·H2O,,USA,"Approved,Redefined",1
Priderite,Priderite,K(Ti7Fe3+)O16,K(Ti4+7Fe3+)O16,,Australia,Approved,1
Princivalleite,Princivalleite,Na(Mn2Al)Al6(Si6O18)(BO3)3(OH)3O,Na(Mn2+2Al)Al6(Si6O18)(BO3)3(OH)3O,IMA2020-056,Italy,"Approved,Redefined",1
Pringleite,Pringleite,Ca9B26O34(OH)24Cl4·13H2O,Ca9B26O34(OH)24Cl4·13H2O,IMA1992-010,Canada,Approved,1
Priscillagrewite-(Y),Priscillagrewite-(Y),YCa2Zr2Al3O12,YCa2Zr4+2Al3O12,IMA2020-002,Jordan,"Approved,Redefined",1
Prismatine,Prismatine,"(Mg,Al,Fe)6Al4(Si,Al)4(B,Si,Al)(O,OH,F)22","(Mg,Al,Fe2+,Fe3+)6Al4(Si,Al)4(B,Si,Al)(O,OH,F)22",IMA1996 s.p.,Germany,"Approved,Redefined",1
Probertite,Probertite,NaCaB5O7(OH)4·3H2O,NaCaB5O7(OH)4·3H2O,,USA,"Approved,Pending publication",1
